view,ClubType,Distance,Carry,LrDistanceOut,DirectionAngle,SpinBack,SpinSide,SpinAxis,BallSpeed,0-LOWER-ANGLE,0-SHOULDER-ANGLE,0-SPINE-ANGLE,0-STANCE-RATIO,0-UPPER-TILT,1-HEAD-LOC,1-HIP-LINE,1-HIP-ROTATION,1-HIP-SHIFTED,1-LEFT-ARM-ANGLE,1-RIGHT-ARM-ANGLE,1-SHOULDER-ANGLE,1-SHOULDER-LOC,1-SPINE-ANGLE,2-HEAD-LOC,2-HIP-ANGLE,2-HIP-LINE,2-HIP-ROTATION,2-HIP-SHIFTED,2-LEFT-ARM-ANGLE,2-SHOULDER-ANGLE,2-SHOULDER-LOC,2-UPPER-TILT,3-HEAD-LOC,3-HIP-ANGLE,3-HIP-LINE,3-HIP-ROTATION,3-HIP-SHIFTED,3-LEFT-LEG-ANGLE,3-RIGHT-ARM-ANGLE,3-RIGHT-DISTANCE,3-RIGHT-LEG-ANGLE,3-SHOULDER-ANGLE,3-SHOULDER-LOC,4-HEAD-LOC,4-HIP-ANGLE,4-HIP-HANGING-BACK,4-HIP-LINE,4-HIP-ROTATION,4-HIP-SHIFTED,4-RIGHT-ARM-ANGLE,4-RIGHT-ARMPIT-ANGLE,4-SHOULDER-HANGING-BACK,4-SPINE-ANGLE,5-HEAD-LOC,5-HIP-HANGING-BACK,5-HIP-LINE,5-HIP-SHIFTED,5-LEFT-ARM-ANGLE,5-LEFT-LEG-ANGLE,5-RIGHT-ARM-ANGLE,5-SHOULDER-ANGLE,5-SHOULDER-HANGING-BACK,5-SPINE-ANGLE,6-HEAD-LOC,6-HIP-ANGLE,6-HIP-LINE,6-HIP-SHIFTED,6-LEFT-ARM-ANGLE,6-RIGHT-LEG-ANGLE,6-SHOULDER-ANGLE,6-SPINE-ANGLE,6-WEIGHT-SHIFT,7-FINISH-ANGLE,7-HIP-ANGLE,7-HIP-LINE,7-HIP-SHIFTED,7-SHOULDER-ANGLE,7-SPINE-ANGLE
FACEON,W1,194.4,169.3,-1.4,1.7,1360,-264,-10.98549778,59.3,,6.88,,1.36,0.65,-0.61,,14.91,-0.25,155.51,152.87,,44.19,,-0.84,,,19.3,-0.1,158.43,,62.78,0.8,-0.35,,,19.34,0.08,,,,171.89,,66.67,-0.69,,0.18,,14.91,0.41,,53.13,0.37,,-0.51,0.03,,0.82,124.06,,151.64,22.54,0.17,,-0.74,,,1,163.74,168.52,,,97.5,90,,,1.11,,
FACEON,W1,177.4,159.5,3.9,-1.5,1951,302,8.799117872,52.7,,13.6,,1.48,0.5,-0.04,,4.69,-0.33,156.93,165.93,,45.37,,-0.18,,,9.98,-0.3,161.81,,54.46,0.7,-0.35,,,4.69,-0.34,,,,180,,48.62,-0.13,,0.24,,4.69,0.19,,38.74,0.36,,-0.18,0.21,,0.31,160.05,,156.93,19.3,0.29,,0.01,,,0.4,168.52,168.52,,,92.73,69.55,,,0.59,,
FACEON,W1,170.7,150.6,28.7,2,2681,1529,29.69652655,51.4,,14.21,,1.86,0.64,-0.08,,4.71,-0.32,163.74,151.64,,45.79,,-0.35,,,5.65,-0.46,147.14,,57.29,0.77,-0.57,,,5.44,-0.56,,,,171.89,,64.79,-0.26,,0.41,,0,-0.34,,23.07,0.47,,-0.38,0.22,,0.09,168.52,,142.19,26.92,0.36,,-0.48,,,0.19,135.23,160.05,,,86.82,71.25,,,-0.02,,
FACEON,W1,179.1,159.4,25.7,1.5,2961,1295,23.62227172,53,,14.93,,1.85,0.65,0.01,,8.89,-0.29,165.93,151.64,,43.06,,-0.13,,,14.54,-0.38,147.14,,57.4,0.79,-0.31,,,4.12,-0.54,,,,171.89,,58.21,0.01,,0.39,,4.12,-0.28,,34.92,0.42,,-0.29,0.2,,0.13,180,,148.21,17.5,0.34,,-0.4,,,0.15,119.34,165.93,,,88.26,70.05,,,-0.05,,
FACEON,W1,146.7,129.4,45.4,10.7,2759,1407,27.02009834,45.4,,13.95,,1.85,0.65,-0.25,,4.81,-0.32,163.74,147.14,,41.81,,-0.56,,,6.17,-0.47,160.05,,62.81,0.77,-0.82,,,0,-0.61,,,,171.89,,63.03,-0.71,,0.44,,4.44,-0.4,,27.13,0.53,,-0.86,0.15,,0.19,165.93,,140.35,30.89,0.32,,-0.9,,,0.29,146.1,161.81,,,94.21,71.61,,,-0.08,,
FACEON,W1,178.3,163.9,4.5,-3.2,2225,680,16.99409435,52.8,,15.4,,1.59,0.65,-0.65,,7.28,-0.73,165.93,180,,63.88,,-0.83,,,1.78,-0.84,163.74,,82.78,0.78,-0.83,,,2.31,-0.83,,,,180,,74.33,-0.74,,0.46,,4.7,-0.44,,19.95,0.72,,-0.61,0.24,,0.2,171.89,,160.05,34.15,0.47,,-0.59,,,0.39,180,163.74,,,90.99,76.3,,,0.77,,
FACEON,I7,158.4,140.4,0,-3.4,3827,606,8.997995396,46.9,,9.2,,1.16,0.65,-0.07,,14.35,-0.22,168.52,150.46,,13.13,,-0.23,,,18.66,-0.34,168.52,,29.91,0.84,0.01,,,173.89,-0.21,,,,171.89,,33.44,0.03,,0.26,,19.51,0.05,,42.27,0.13,,-0.2,0.16,,0.33,168.52,,127.59,15.78,0.12,,0.03,,,0.39,154.16,156.93,,,92.99,87.27,,,0.59,,
FACEON,I7,125.3,112,-0.6,1.9,3246,-369,-6.485449977,41.7,,4.49,,1.2,0.59,-0.59,,4.44,-0.37,163.74,161.81,,32.32,,-0.81,,,10.19,-0.48,180,,48.51,0.7,-1.09,,,6.58,-0.37,,,,160.05,,46.55,-0.79,,0.26,,9.24,0.06,,30.68,0.39,,-0.46,0.16,,0.35,161.81,,180,10.63,0.12,,-0.29,,,0.43,165.93,136.89,,,98.68,84.58,,,0.84,,
FACEON,I7,140,129.8,2.6,2.7,4673,-285,-3.490069759,46.5,,8.51,,1.22,0.53,-0.34,,15.53,-0.66,180,163.74,,34.2,,-0.38,,,7.98,-0.79,165.93,,45.43,0.8,-0.69,,,12.12,-0.74,,,,161.81,,41.36,-0.08,,0.26,,3.41,-0.02,,37.81,0.21,,0.04,0.19,,0.19,165.93,,168.52,8.19,0.06,,-0.15,,,0.44,168.52,155.51,,,94.36,88.61,,,0.41,,
FACEON,I7,145.1,136.5,2.7,1.5,5885,-51,-0.49651854,49.3,,12.32,,1.39,0.67,0.05,,7.65,-0.57,168.52,143.13,,50,,-0.02,,,20.08,-0.58,161.81,,66.56,0.8,0.04,,,11.76,-0.54,,,,151.64,,55.02,0.38,,0.29,,3.04,0.11,,41.41,0.29,,0.35,0.16,,0.61,131.3,,68.28,25.56,0.32,,0.32,,,0.75,171.89,165.93,,,95.69,88.65,,,0.85,,
FACEON,W1,142,122.1,27.1,5,2651,1249,25.22713927,45,,11.31,,1.74,0.55,-0.05,,13.36,-0.3,163.74,137.73,,40.07,,-0.3,,,8.45,-0.48,143.13,,54.1,0.83,-0.52,,,8.45,-0.62,,,,171.89,,58.96,-0.19,,0.44,,8.45,-0.38,,31.79,0.41,,-0.61,0.24,,0.22,180,,149.32,37.43,0.47,,-0.95,,,0.3,146.1,152.87,,,89.29,68.68,,,-0.05,,
FACEON,I9,132.3,125,4,4,6692,-526,-4.494283336,46.8,,7.74,,0.91,0.63,-0.33,,0,0.12,180,139.46,,5.35,,-0.49,,,11.2,-0.03,180,,16.48,0.68,-0.92,,,0,0.05,,,,180,,29.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FACEON,W1,168,150.2,-43.1,-8.5,1073,-868,-38.97101911,52.7,,20.38,,1.47,0.63,-0.22,,13.04,-0.64,160.05,171.89,,62.1,,-0.28,,,13.04,-0.82,141.26,,89.2,0.8,-0.14,,,13.04,,,,,171.89,,92.16,-0.11,,0.5,,13.04,-0.38,,50.21,0.77,,-0.09,0.22,,0.39,147.14,,149.32,33.79,0.5,,-0.05,,,0.58,168.52,163.74,,,94.64,,,,,,
FACEON,I5,179.1,163.4,2.6,-2,3317,348,5.989223677,53.9,,13.92,,1.33,0.58,-0.25,,7.08,-0.61,158.43,156.93,,45.4,,-0.34,,,7.08,-0.74,163.74,,60.68,0.74,-0.26,,,7.08,-0.58,,,,152.87,,60.73,0.18,,0.27,,0.45,0.07,,28.36,0.33,,0.23,0,,0.5,137.73,,141.26,21.47,0,,0.36,,,0.77,180,156.93,,,95.48,87.05,,,0.77,,
FACEON,W1,147.4,127.3,-26.6,-5.5,2770,-1007,-19.97812399,46.8,,10.24,,1.36,0.61,0.06,,7.63,-0.24,171.89,168.52,,33.19,,-0.01,,,11.5,-0.25,148.21,,44.89,0.73,-0.62,,,6.13,-0.64,,,,180,,51.46,-0.58,,0.42,,11.5,-0.32,,30.68,0.58,,-0.47,0.35,,-0.07,151.64,,126.87,15.26,0.39,,0.11,,,0.04,117.39,165.93,,,88.47,90,,,0.76,,
FACEON,I7,143.1,131.8,-19.2,-5.7,5034,-396,-4.497914206,46.3,,9.94,,1.22,0.68,-0.05,,8.07,-0.16,165.93,158.43,,20.77,,-0.12,,,12.73,-0.19,160.05,,34.5,0.79,-0.44,,,8.92,-0.31,,,,180,,57.14,-0.14,,0.21,,8.11,0.07,,43.11,0.1,,-0.19,0.13,,0.26,156.93,,150.46,9.5,0.03,,-0.16,,,0.68,180,163.74,,,0,87.14,,,0.99,,
FACEON,I9,121,112,1,3,6160,-484,-4.49258148,43.2,,5.05,,0.87,0.55,0.01,,9.7,-0.09,97.47,85.41,,5.21,,-0.04,,,9.7,-0.03,143.13,,21.74,0.73,-0.29,,,5.23,-0.07,,,,180,,39.06,-0.09,,0.11,,9.7,0.12,,32.86,0.11,,-0.3,0.05,,0.24,85.41,,61.97,14.17,0,,-0.45,,,0.61,148.21,168.52,,,98.58,81.16,,,1.24,,
FACEON,W1,177.2,158.3,0,2.1,1586,-275,-9.836837341,51.4,,16.2,,1.48,0.56,-0.14,,6.98,-0.44,168.52,156.93,,51.59,,-0.29,,,11.31,-0.59,180,,64.42,0.7,-0.22,,,11.31,-0.44,,,,180,,57.84,-0.07,,0.29,,11.31,0.04,,23.07,0.48,,-0.07,0.13,,0.5,161.81,,160.05,24.36,0.26,,-0.3,,,0.7,165.93,168.52,,,95.78,76.03,,,0.79,,
FACEON,I7,159.9,146,-1,2,3178,-446,-7.988706394,49.4,,5.45,,1.25,0.47,-0.12,,5.1,-0.01,180,155.51,,20,,-0.35,,,5.19,-0.15,180,,39.84,0.72,-0.84,,,6.2,-0.16,,,,171.89,,45.97,-0.66,,0.24,,5.71,0.12,,49.46,0.44,,-0.58,0.12,,0.31,160.05,,168.52,15.44,0.17,,-0.63,,,0.76,165.93,165.93,,,0,88.78,,,0.98,,
FACEON,W1,154,135.5,17,3.2,3550,569,9.106013023,48,,8.86,,1.42,0.61,0.04,,9.11,-0.11,154.16,171.89,,32.26,,-0.22,,,179.27,-0.1,118.03,,7.24,0.64,-0.54,,,9.11,-0.42,,,,180,,53.59,-0.55,,0,,9.11,-0.28,,57.99,0,,-0.44,0.31,,0.05,151.64,,122.68,14.93,0.34,,0.03,,,0.07,138.59,163.74,,,84.73,63.9,,,0.86,,
FACEON,W1,189.5,171.7,-0.7,-4.2,2168,438,11.42169924,55.2,,6.65,,1.16,0.72,-0.53,,0,-0.19,168.52,140.35,,34.36,,-0.85,,,0,-0.14,152.87,,63.79,0.88,-0.24,,,0,0.06,,,,171.89,,73.81,-0.65,,0.3,,0,0.23,,51.68,0.51,,-0.59,0.09,,0.65,142.19,,142.19,23.13,0.27,,-0.72,,,0.79,180,154.16,,,0,88.67,,,0.75,,
FACEON,I4,166.5,151.6,-11.3,-2.5,3598,-157,-2.498536593,51.4,,7.18,,1.33,0.75,-0.11,,14.04,-0.02,163.74,161.81,,30.14,,-0.19,,,10.39,-0.1,139.46,,24.22,0.8,-0.28,,,14.73,-0.18,,,,180,,19.42,-0.06,,0.18,,10.39,0.19,,31.79,0.15,,-0.29,0.05,,0.52,152.87,,132.84,19.13,0.16,,-0.19,,,0.65,165.93,163.74,,,98.81,87.32,,,0.58,,
FACEON,W1,190.2,173.6,2.8,1.5,1649,-72,-2.500107685,55.1,,15.21,,1.77,0.73,-0.14,,10.08,-0.3,171.89,168.52,,44.1,,0.08,,,16.34,-0.54,160.05,,70.44,0.86,-0.29,,,3.89,-0.54,,,,180,,84.15,0.07,,0,,10.08,-0.22,,52.41,0,,-0.1,0.26,,0.31,160.05,,163.74,26.7,0.41,,-0.23,,,0.47,168.52,165.93,,,88.68,69.05,,,0.59,,
FACEON,W1,217.8,197,-4,3,1649,-457,-15.49005651,61.9,,15.68,,1.61,0.54,0.15,,4.76,-0.14,180,148.21,,40,,0.17,,,5.76,-0.12,171.89,,50.15,0.71,0.39,,,6.22,-0.23,,,,168.52,,53.41,0.23,,0.21,,0,0.29,,35.9,0.43,,0.03,0.13,,0.44,154.16,,156.93,24.02,0.34,,0.02,,,0.73,180,165.93,,,98.54,86.06,,,1.01,,
FACEON,I7,156.9,145.8,-2.6,2.6,5226,-595,-6.4953732,51.4,,5.13,,1.39,0.68,,,7.53,-0.84,171.89,161.81,,41.85,,-0.99,,,3.74,-0.92,163.74,,43.37,0.86,-0.95,,,8.85,-0.85,,,,161.81,,41.87,-0.62,,0.2,,7.55,-0.04,,79.63,0.16,,-0.54,0.07,,0.53,180,,160.05,16.88,0.1,,-0.71,,,0.98,171.89,149.32,,,95.46,88.73,,,0.62,,
FACEON,W1,220.8,204.8,-1,4.1,2586,-456,-10.00039598,61.8,,12.84,,1.55,0.63,-0.18,,3.84,-0.2,171.89,171.89,,32.31,,-0.45,,,0,-0.35,152.87,,48.34,0.72,-0.37,,,0,-0.21,,,,171.89,,45.26,-0.43,,0.24,,7.59,0.03,,31.79,0.38,,-0.75,0.21,,0.15,180,,147.14,21.8,0.37,,-0.84,,,0.2,171.89,168.52,,,89.89,85.59,,,0.41,,
FACEON,W1,218.5,201.4,7.6,-0.3,2641,277,5.987548134,61.5,,6.78,,1.44,0.77,-0.11,,3.89,-0.16,160.05,150.46,,35.1,,-0.37,,,0,-0.34,163.74,,55.73,0.81,-0.24,,,8.53,-0.26,,,,180,,42.86,-0.08,,0.32,,3.76,-0.08,,40.54,0.32,,-0.44,0.18,,0.22,163.74,,165.93,19.94,0.26,,-0.7,,,0.4,171.89,165.93,,,94.49,75.61,,,0.5,,
FACEON,W1,202,186.4,-5.2,0.3,2798,-195,-3.986647869,57.9,,11.89,,1.83,0.6,-0.13,,10.78,0.01,171.89,171.89,,40.41,,-0.27,,,10.78,-0.02,163.74,,55.99,0.84,-0.3,,,10.78,-0.28,,,,165.93,,50.15,0.04,,0.28,,10.78,0.18,,14.07,0.44,,-0.01,0.23,,0.4,160.05,,155.51,19.64,0.32,,-0.01,,,0.69,180,158.43,,,93.78,72.79,,,0.88,,
FACEON,I7,135,125.7,3.1,3.1,4982,-304,-3.49184006,46.1,,2.6,,1.09,0.67,-0.05,,4.04,-0.25,165.93,165.93,,21.79,,-0.49,,,0,-0.46,158.43,,43.51,0.78,-0.18,,,9.33,-0.58,,,,180,,4.11,-0.58,,0.41,,11.58,-0.06,,48.7,0.66,,-0.49,0.16,,0.6,168.52,,163.74,14.56,0.2,,-0.31,,,0.83,180,161.81,,,0,84.45,,,1.04,,
FACEON,W1,224.4,211.7,0.6,-6.5,2466,825,18.49765852,62.8,,15.91,,1.48,0.62,0.02,,3.99,-0.54,165.93,154.16,,50,,-0.11,,,0,-0.7,171.89,,60.5,0.83,-0.04,,,0,-0.55,,,,161.81,,71.61,0.25,,0.3,,3.55,-0.08,,25.84,0.42,,0.29,0.31,,0.04,168.52,,150.46,10.77,0.28,,0.21,,,0.06,158.43,155.51,,,88.02,77.72,,,0.12,,
FACEON,W1,188.6,170.5,-41.9,-12.3,1924,-38,-1.131474317,55.7,,21.45,,1.6,0.65,-0.19,,17.83,-0.67,156.93,168.52,,63.3,,-0.2,,,12.83,-0.79,141.26,,93.12,0.74,0,,,3.17,-1.01,,,,168.52,,110.5,-0.12,,0.5,,12.83,-0.48,,61.97,0.71,,-0.19,0.27,,0.27,148.21,,155.51,35.32,0.53,,-0.06,,,0.32,160.05,158.43,,,93.22,82.9,,,0.35,,
FACEON,W1,124.6,120.1,-34.6,-7.5,5141,-2987,-30.15724601,46.7,,0,,1.01,0.77,-0.11,,12.7,-0.06,161.81,90,,-67.12,,-0.08,,,12.7,-0.56,100.95,,-67.12,0.84,0.14,,,12.7,-0.53,,,,180,,-69.62,0.05,,0.33,,12.7,0.28,,105.66,0,,0.32,0.33,,0.53,165.93,,136.05,12.53,0,,0.74,,,0.58,0,165.93,,,96.69,,,,,,
FACEON,W1,215.5,196.1,-3.4,0.7,1664,-160,-5.492324557,61.2,,8.31,,1.34,0.77,-0.15,,4.09,0.01,180,141.26,,39.14,,-0.26,,,4.09,-0.01,180,,46.67,0.81,-0.62,,,8.89,0.02,,,,180,,51.76,-0.58,,0.15,,0.1,0.32,,35.9,0.48,,-0.5,0.07,,0.64,134.43,,144.1,7.69,0.11,,-0.72,,,0.68,60.66,165.93,,,96.97,88.38,,,0.98,,
FACEON,W1,219.2,197.6,12.6,2.6,1752,45,1.47131468,62.5,,12.81,,1.45,0.76,-0.02,,7.93,-0.13,165.93,151.64,,40.73,,-0.11,,,7.93,-0.17,168.52,,46.97,0.77,-0.22,,,7.93,-0.31,,,,180,,48.45,0.01,,0.23,,7.93,0.11,,92.29,0.29,,-0.1,0.09,,0.56,156.93,,180,20.88,0.24,,-0.11,,,0.74,165.93,156.93,,,98.48,81.36,,,0.73,,
FACEON,I7,154.9,143.7,-2,0.3,4373,-152,-1.990728041,49.5,,9.5,,1.29,0.63,-0.45,,4.03,-0.57,171.89,163.74,,38.66,,-0.68,,,4.4,-0.75,168.52,,51.76,0.83,-0.91,,,4.76,-0.8,,,,155.51,,58.06,-0.36,,0.3,,0,-0.02,,24.49,0.3,,0,0.14,,0.46,163.74,,171.89,16.94,0.21,,0.1,,,0.74,129.79,144.1,,,96.63,84,,,0.75,,
FACEON,I7,144.7,133.9,-0.8,-0.3,5497,0,0,48.6,,11.35,,1.24,0.63,-0.43,,3.96,-0.6,156.93,155.51,,41.77,,-0.65,,,0,-0.69,158.43,,74.85,0.83,-0.56,,,3.87,-0.44,,,,156.93,,58.23,-0.23,,0.29,,4.09,0.08,,89.43,0.29,,0.02,0.1,,0.62,142.19,,152.87,18.24,0.14,,0.15,,,0.72,180,148.21,,,0,88.67,,,0.61,,
FACEON,W1,217.5,194.3,-6.1,0.1,1654,-247,-8.49349566,63,,7.4,,1.43,0.74,0.03,,3.05,-0.08,171.89,161.81,,21.08,,0.04,,,7.08,-0.28,171.89,,42.39,0.81,0,,,11.14,-0.11,,,,171.89,,44.06,-0.21,,0.17,,7.08,0.18,,18.19,0.26,,-0.72,0.14,,0.41,165.93,,140.35,28.83,0.36,,-0.71,,,0.41,180,171.89,,,92.4,84.54,,,0.34,,
FACEON,W1,131.1,109.1,-25.1,-5,2126,-1687,-38.43231441,46.6,,10.77,,1.38,0.64,0.11,,0,-0.08,171.89,180,,34.21,,-0.05,,,0,-0.24,180,,51.64,0.71,-0.32,,,8.45,-0.43,,,,180,,48.34,-0.43,,0.47,,0,-0.35,,46.37,0.82,,-0.24,0.35,,-0.02,154.16,,131.3,16.7,0.38,,-0.21,,,0.3,122.68,165.93,,,91.28,90,,,0.67,,
FACEON,W1,170.2,157.9,-52,-13.2,2835,-705,-13.96489135,51.9,,15.36,,1.49,0.67,-0.32,,4.81,-0.7,148.21,168.52,,65.32,,-0.19,,,4.81,-0.86,150.46,,93.61,0.78,-0.2,,,4.81,,,,,168.52,,85.05,-0.3,,0.46,,4.81,-0.48,,44.77,0.78,,-0.32,0.18,,0.3,158.43,,151.64,32.87,0.48,,-0.17,,,0.4,180,165.93,,,94.14,61.19,,,0.06,,
FACEON,I9,127.1,120.1,0.1,2.9,6669,-524,-4.49264247,45.4,,12.22,,1.18,0.68,-0.7,,8.32,-0.81,171.89,147.14,,37.91,,-0.73,,,18.32,-0.89,168.52,,60,0.81,-0.66,,,8.6,-0.77,,,,165.93,,58.7,-0.27,,0.24,,4.09,0.02,,30.68,0.28,,-0.22,0.11,,0.5,180,,139.46,20.47,0.14,,-0.2,,,0.77,168.52,161.81,,,0,87.18,,,0.26,,
FACEON,W1,221.2,207.8,2.6,-1.3,2896,227,4.481907089,62.1,,13.82,,1.95,0.73,-0.12,,9.73,-0.19,171.89,171.89,,42.18,,-0.45,,,13.34,-0.26,163.74,,63.73,0.86,-0.46,,,9.21,-0.36,,,,168.52,,87.4,-0.16,,0,,13.34,0.02,,61.31,0,,0.3,0.17,,0.46,151.64,,168.52,24.42,0.29,,0.2,,,0.67,180,168.52,,,94.71,54.18,,,0.68,,
FACEON,I7,130.7,120.3,-3.5,-0.1,4586,-200,-2.497143347,44.2,,9.53,,1.21,0.66,-0.04,,3.62,-0.49,171.89,161.81,,27.53,,-0.2,,,7.81,-0.54,171.89,,46.73,0.89,-0.48,,,8.7,-0.37,,,,160.05,,46.35,-0.12,,0.24,,11.75,0.06,,41.41,0.38,,-0.04,0.04,,0.54,165.93,,154.16,18.43,0.15,,0.03,,,0.63,171.89,143.13,,,98.32,87.01,,,0.62,,
FACEON,I7,133.9,119,-1,1,3382,-415,-6.995704263,44.1,,4.7,,1,0.6,-0.13,,0.3,0.38,168.52,127.59,,-8.96,,-0.12,,,0.91,0.33,171.89,,8.57,0.76,-0.25,,,0.83,0.36,,,,171.89,,13.55,-0.02,,0,,0.13,0.67,,43.95,0,,-0.18,0,,0.86,171.89,,180,9.36,0,,-0.26,,,0.78,168.52,180,,,92.48,82.99,,,0.89,,
FACEON,I7,138.1,121.3,-10.6,-0.2,2605,-771,-16.48713588,44.9,,3.92,,1.34,0.94,-0.1,,3.1,0.07,165.93,136.05,,51.28,,-0.25,,,10.94,0.01,154.16,,inf,1.19,-0.26,,,7.03,0.04,,,,91.72,,593.62,-0.09,,5.79,,10.09,0.25,,49.46,10.11,,-0.14,0.1,,0.52,128.32,,132.84,19.43,0.15,,-0.19,,,0.8,163.74,144.1,,,93.99,88.39,,,0.9,,
FACEON,W1,210.4,193.9,-2.1,-5,2351,451,10.85931135,59.5,,12.9,,1.37,0.71,-0.11,,7.41,-0.37,180,161.81,,40.07,,-0.36,,,12.7,-0.62,171.89,,67.87,0.84,-0.11,,,16.16,-0.24,,,,161.81,,53.36,0.26,,0.26,,3.52,0.18,,23.07,0.32,,0.11,0.19,,0.44,168.52,,154.16,18.53,0.26,,0.03,,,0.52,156.93,148.21,,,91.09,84.64,,,0.38,,
FACEON,I8,120.8,114.5,15.6,4.4,6800,654,5.493608964,44,,9.07,,1.28,0.73,-0.18,,3.98,-0.25,165.93,155.51,,27.95,,-0.39,,,8.71,-0.35,171.89,,45.48,0.73,-0.06,,,8.26,-0.28,,,,180,,87.94,-0.35,,0.3,,3.98,0.05,,53.13,0.3,,-0.33,0.12,,0.51,156.93,,160.05,19.88,0.18,,-0.29,,,0.85,160.05,168.52,,,0,90,,,0.95,,
FACEON,W1,160.7,138.4,-5,1.2,2370,-564,-13.38596087,49.3,,6.18,,1.42,0.53,0.01,,3.72,-0.24,155.51,180,,29.41,,-0.04,,,0,-0.29,151.64,,42.67,0.75,-0.38,,,174.49,-0.3,,,,165.93,,14.29,-0.31,,0.43,,0,-0.29,,33.9,0.5,,-0.22,0.31,,-0.02,137.73,,114.2,12.53,0.31,,0.01,,,0.1,147.14,171.89,,,88.39,88.65,,,0.8,,
FACEON,W1,195.5,177.3,-4.6,0.4,1823,-193,-6.043360845,56.4,,13.44,,1.8,0.71,-0.27,,3.79,-0.27,168.52,149.32,,45.45,,0.17,,,4.76,-0.27,161.81,,55.5,0.87,0.3,,,10.47,-0.34,,,,168.52,,66.76,-0.06,,0.33,,3.22,-0.09,,59.34,0.53,,0.2,0.19,,0.31,180,,155.51,18.26,0.31,,0.29,,,0.58,165.93,165.93,,,92.02,52.87,,,0.42,,
FACEON,W1,204.6,183,4,1,1852,-45,-1.391902187,59.2,,8.82,,1.57,0.48,-0.12,,5.77,0.02,161.81,154.16,,33.46,,-0.3,,,8.13,-0.17,151.64,,56.67,0.76,-0.68,,,0,-0.28,,,,171.89,,53.21,-0.51,,0.4,,5.71,-0.18,,16.26,0.5,,-0.49,0.23,,0.29,155.51,,151.64,25.02,0.36,,-0.46,,,0.58,155.51,165.93,,,95.87,83.32,,,0.65,,
FACEON,W1,164.6,144,0.6,4.1,2741,-693,-14.18861243,49.2,,10.7,,1.34,0.61,-0.1,,12.71,-0.26,163.74,171.89,,44.93,,0.17,,,175.74,-0.15,108.66,,0,0.69,-0.66,,,178.89,-0.26,,,,163.74,,3.54,-0.56,,0.46,,12.71,-0.3,,42.27,0.71,,-0.43,0.4,,-0.16,150.46,,126.16,14.5,0.37,,-0.16,,,0.07,150.46,120,,,87.29,90,,,0.95,,
FACEON,W1,247.1,223.2,0,-1.2,2197,-348,-9.000747569,64.5,,9.94,,1.44,0.57,-0.34,,8.41,-0.29,180,165.93,,35.47,,-0.39,,,13.14,-0.33,180,,48.44,0.81,-0.31,,,8.41,-0.23,,,,168.52,,71.35,-0.27,,0.21,,8.41,0.12,,37.81,0.35,,-0.77,0.17,,0.25,171.89,,148.21,26.45,0.37,,-0.88,,,0.07,180,165.93,,,89.01,86.01,,,0.24,,
FACEON,W1,166.4,146.1,6.2,-0.1,2726,367,7.667598267,49.3,,17.49,,1.84,0.63,-0.25,,0.59,-0.31,165.93,148.21,,48.46,,-0.38,,,9.65,-0.48,151.64,,61.74,0.78,-0.61,,,1.36,-0.68,,,,171.89,,74.9,-0.42,,0.42,,4.28,-0.36,,29.54,0.52,,-0.71,0.16,,0.13,180,,151.64,33.69,0.41,,-0.67,,,0.07,138.59,160.05,,,90.38,73.06,,,-0.06,,
FACEON,W1,180.4,172.8,51.9,7.9,3140,1860,30.64066346,56,,14.59,,1.85,0.62,-0.14,,4.24,-0.34,165.93,142.19,,54.38,,-0.34,,,9.61,-0.48,147.14,,62.96,0.78,-0.52,,,4.24,-0.61,,,,165.93,,65.68,-0.27,,0.44,,4.24,-0.34,,31.79,0.56,,-0.49,0.21,,0.12,180,,137.73,31.11,0.42,,-0.43,,,0.22,150.46,148.21,,,90.27,71.61,,,-0.11,,
FACEON,W1,193.8,180.7,0.7,1.3,2849,-149,-2.993787431,56.3,,0,,1.88,0.68,0.19,,2.91,-0.21,180,120.66,,-91.37,,0.27,,,2.11,-0.27,171.89,,-92,0.64,0.29,,,2.12,-0.15,,,,171.89,,-76.77,0.42,,0.07,,2.99,0.16,,38.74,0,,-0.04,0.34,,0.24,171.89,,171.89,,0,,0.61,,,0.02,139.46,141.26,,,85.12,88.57,,,0.1,,
FACEON,W1,207.1,194.5,5.3,2.1,3719,-32,-0.492987281,60.2,,16.81,,1.7,0.55,-0.1,,13.06,-0.4,171.89,148.21,,48.3,,-0.32,,,13.06,-0.5,171.89,,59.82,0.77,0.16,,,19.11,-0.51,,,,171.89,,85.8,0.03,,0.36,,13.06,-0.1,,72.54,0.47,,0.24,0.15,,0.55,165.93,,160.05,26.57,0.32,,0.21,,,0.67,171.89,171.89,,,95.53,73.86,,,0.78,,
FACEON,W1,209.1,190,2,-1,1728,209,6.896373392,59.7,,9.46,,1.51,0.57,-0.01,,8.75,-0.11,143.13,168.52,,25.74,,-3.43,,,165.54,-3.37,171.89,,-177.78,0.75,-3.44,,,166.06,-3.37,,,,168.52,,900,-3.43,,3.5,,164.13,-3.35,,19.95,9,,-0.27,0.11,,0.57,163.74,,146.1,18.54,0.26,,-0.27,,,0.59,64.53,91.72,,,97.03,,,,,,
